0,3000,1348,4034,13582,23430,36261,50286,66399,80418,95488,110408,122642,136661,147306,155208,163290,173286,181816,190340,200342,208573,218868,227397,236966,242188,251458,258918,261857,264839,274142,282652,291032,301178,308806,315062,324039,333588,341490,344352,353454,357441,365404,372883,382880,389166,398864,407990,416962,423315,https://duckduckgo.com_jap
0,3113,1050,5084,14215,24330,33432,46054,58796,70761,82811,95046,107519,120618,135210,148310,155426,166333,178946,187456,196433,206548,217048,225572,235156,241114,251975,251469,261169,259525,261790,271638,279720,287622,293937,301383,305673,315421,324080,332788,342606,350688,360773,369214,377738,384905,392230,393114,402722,411640,https://duckduckgo.com_jap
0,2583,3150,4476,14478,24474,35724,49957,62699,75650,86536,99874,109630,120009,130424,139998,149630,158335,165556,176000,185275,194385,202424,212002,221130,230704,238665,248180,258196,257522,266772,268930,279374,288679,297849,307474,310325,321328,330215,338834,344374,353340,360800,365156,371543,379017,387730,396051,406375,415263,https://duckduckgo.com_jap
0,3090,2712,8068,18512,29254,42145,55036,67927,79767,92658,105549,112636,122406,131640,141214,151658,158690,168195,177454,186790,197234,206808,216088,225871,234908,244302,252801,259858,258200,264002,271845,279986,287018,295728,305090,309468,319428,329002,339386,343339,347720,355098,363180,371500,378736,386852,397262,407288,416325,https://duckduckgo.com_jap
0,3013,2100,4034,14060,23430,33874,46197,59894,72666,84745,95608,109066,114671,124180,133734,142264,151075,156756,166334,175282,185063,193808,203382,212811,221908,231583,239175,247466,256746,258122,259525,270150,280504,283771,294036,302834,311004,317052,327068,335367,340510,350297,351852,361854,368886,377544,384870,393726,402077,https://duckduckgo.com_jap
0,3073,2661,4517,14274,24480,38266,52828,66256,76361,85942,95790,105364,112838,122183,131071,141366,150940,158414,168416,177691,187449,196516,206090,216474,225362,235102,242092,251666,261602,261958,263946,273583,282860,292434,302728,309910,316732,324127,333457,339623,345760,352742,357710,365253,374141,382849,388628,398952,407840,https://duckduckgo.com_jap
0,3090,2712,5526,15970,26712,39603,53270,66877,79076,90934,101392,110916,119953,129920,139494,148018,156528,163560,174004,183279,192998,202223,211678,222122,231696,239170,249172,250525,256480,260790,268633,277900,287577,296972,307416,310915,321922,332366,336796,345178,353198,360562,367499,375690,382409,390182,398811,408266,418710,https://duckduckgo.com_jap
0,3090,1240,7018,17462,28204,42587,55478,68369,81701,94576,106495,113998,123572,133956,142993,152366,160886,169148,179592,188867,198152,207811,217266,227710,237284,245270,254465,254608,260576,267000,276763,285800,295707,305102,311084,317494,326732,336497,340510,351396,359920,365774,371595,379786,387246,395984,405891,415346,419309,https://duckduckgo.com_jap
0,2961,2542,5889,15086,25380,36093,49402,61338,71782,83861,96066,109524,118146,127720,137716,146246,156262,162588,171804,181651,190330,200714,209064,218430,228128,236956,246141,254491,261577,254722,261389,269846,279050,283540,292939,302066,309968,316761,325973,335526,341109,345769,351800,360190,366397,376294,382520,392182,402025,https://duckduckgo.com_jap
0,3047,2542,6134,15861,25530,40450,53370,65873,77326,88473,99838,109625,115822,126266,135392,144041,154366,162651,172076,181416,190960,200479,209516,219532,228788,237616,245518,254554,262994,259416,266268,274588,284794,294248,303639,312894,316776,328926,337844,345958,347067,355978,362085,371296,380253,385036,394829,403478,413564,https://duckduckgo.com_jap
